date,pm25,pm10,o3,no2,so2,co
24/08/2022,1,6,13,3,4,10
25/08/2022,11,0,10,1,3,0
26/08/2022,0,0,14,2,3,1
27/08/2022,0,0,14,2,3,0
28/08/2022,0,1,15,3,3,1
29/08/2022,1,10,20,3,14,11
30/08/2022,15,1,16,3,4,1
31/08/2022,1,0,13,3,3,0
1/09/2022,1,0,15,2,4,1
2/09/2022,0,1,18,3,4,1
3/09/2022,1,3,17,7,9,4
4/09/2022,4,0,15,4,4,1
5/09/2022,0,1,19,4,4,1
6/09/2022,1,1,19,4,4,1
7/09/2022,1,0,14,2,3,1
8/09/2022,0,5,15,3,21,8
9/09/2022,8,0,13,2,4,1
10/09/2022,1,1,14,2,5,0
11/09/2022,1,2,18,2,4,0
12/09/2022,4,2,19,4,6,3
13/09/2022,4,5,20,5,17,9
14/09/2022,8,0,18,3,4,1
15/09/2022,1,35,14,3,4,0
16/09/2022,35,33,8,1,5,0
17/09/2022,32,44,9,1,5,1
18/09/2022,52,16,9,1,11,7
19/09/2022,23,1,8,1,5,1
20/09/2022,1,1,8,1,4,0
21/09/2022,1,1,8,1,4,1
22/09/2022,1,1,8,1,5,1
23/09/2022,1,7,9,1,11,5
24/09/2022,11,0,9,1,5,1
25/09/2022,0,1,9,1,5,1
26/09/2022,1,1,10,1,6,1
27/09/2022,1,1,9,1,6,1
28/09/2022,1,4,10,1,9,4
29/09/2022,6,0,8,0,4,1
30/09/2022,0,0,8,0,4,2
1/10/2022,0,0,8,0,5,1
2/10/2022,1,0,8,1,5,1
3/10/2022,0,2,8,1,4,1
4/10/2022,3,1,8,1,12,11
5/10/2022,1,0,8,1,5,1
6/10/2022,0,0,8,1,5,1
7/10/2022,1,1,8,1,5,1
8/10/2022,1,4,9,1,5,1
9/10/2022,8,1,9,1,11,7
10/10/2022,1,0,8,1,5,1
11/10/2022,0,1,8,1,5,0
12/10/2022,1,2,9,1,5,1
13/10/2022,2,2,9,1,6,1
14/10/2022,4,1,9,1,18,8
15/10/2022,1,1,13,1,6,1
16/10/2022,1,1,110,1,6,1
17/10/2022,1,1,153,1,6,1
18/10/2022,2,6,131,0,6,3
19/10/2022,8,1,9,0,14,8
20/10/2022,1,0,9,0,6,1
21/10/2022,1,56,10,0,5,2
22/10/2022,74,59,9,0,6,1
23/10/2022,85,68,9,0,14,9
24/10/2022,103,99,9,0,7,1
25/10/2022,143,86,10,0,8,1
26/10/2022,119,71,9,0,6,1
27/10/2022,87,19,9,0,6,1
28/10/2022,30,32,10,0,17,8
29/10/2022,41,78,9,0,7,1
30/10/2022,101,56,0,0,6,1
31/10/2022,42,69,8,0,5,0
1/11/2022,54,87,9,0,5,2
2/11/2022,84,64,9,0,13,7
3/11/2022,70,0,9,0,6,1
5/11/2022,0,130,0,11,0,0
6/11/2022,166,81,10,9,8,3
7/11/2022,114,90,18,8,16,7
8/11/2022,120,80,17,7,6,2
9/11/2022,105,78,17,6,5,1
10/11/2022,115,67,15,4,5,1
11/11/2022,81,76,13,8,5,1
12/11/2022,73,73,14,4,15,6
13/11/2022,83,71,15,4,5,2
14/11/2022,99,64,15,4,5,1
15/11/2022,66,53,12,4,5,1
16/11/2022,59,12,10,7,0,1
17/11/2022,20,1,9,4,0,7
18/11/2022,2,1,9,2,0,1
19/11/2022,1,1,9,3,0,0
20/11/2022,2,1,9,3,0,1
21/11/2022,1,4,9,8,0,1
22/11/2022,8,23,10,4,0,9
23/11/2022,25,21,9,2,0,1
24/11/2022,26,14,9,2,0,1
25/11/2022,18,9,9,3,0,1
26/11/2022,12,15,8,7,0,1
27/11/2022,24,0,9,4,0,8
28/11/2022,0,0,9,3,0,1
29/11/2022,0,0,9,3,0,1
30/11/2022,0,0,9,2,0,0
1/12/2022,0,0,8,0,0,0
12/12/2022,0,1,0,7,0,0
13/12/2022,1,3,11,8,0,2
14/12/2022,4,4,10,10,0,3
15/12/2022,4,1,11,9,0,3
16/12/2022,1,5,11,7,0,1
17/12/2022,9,1,11,5,0,2
18/12/2022,1,3,10,8,0,1
19/12/2022,4,1,11,9,0,3
20/12/2022,1,1,12,10,0,2
21/12/2022,1,1,11,9,0,4
22/12/2022,1,1,10,10,0,1
23/12/2022,1,1,10,8,0,1
24/12/2022,1,1,10,13,0,2
25/12/2022,2,1,10,10,0,3
26/12/2022,1,1,10,8,0,4
27/12/2022,1,1,9,6,0,2
28/12/2022,1,1,11,5,0,1
29/12/2022,1,1,10,5,0,1
30/12/2022,1,1,9,9,0,1
31/12/2022,2,1,10,7,0,5
1/01/2023,1,1,10,4,0,1
2/01/2023,1,6,10,3,0,2
3/01/2023,10,5,10,8,0,5
4/01/2023,8,1,9,8,0,6
5/01/2023,2,1,9,8,0,1
6/01/2023,1,1,10,8,0,2
7/01/2023,2,1,10,9,0,1
8/01/2023,1,1,10,12,0,1
9/01/2023,2,4,9,11,0,4
10/01/2023,5,1,9,6,0,1
11/01/2023,0,1,9,9,0,1
12/01/2023,1,1,10,8,0,2
13/01/2023,1,4,10,9,0,2
14/01/2023,4,3,11,6,0,4
15/01/2023,5,1,9,3,0,1
16/01/2023,1,1,9,3,0,1
17/01/2023,1,1,10,4,0,2
18/01/2023,1,1,10,5,0,1
19/01/2023,1,4,12,8,0,8
20/01/2023,7,2,13,5,0,2
21/01/2023,4,2,11,4,0,2
22/01/2023,3,1,9,2,0,1
23/01/2023,1,1,9,2,0,2
24/01/2023,1,1,10,5,0,1
25/01/2023,1,1,12,5,0,1
26/01/2023,1,1,9,2,0,1
27/01/2023,1,1,9,3,0,1
28/01/2023,1,3,12,7,0,3
29/01/2023,3,1,11,8,0,2
30/01/2023,2,1,11,9,0,1
31/01/2023,2,1,11,9,0,2
1/02/2023,2,1,9,8,0,1
2/02/2023,2,0,0,0,0,0
9/02/2023,0,0,8,5,0,1
10/02/2023,1,1,8,4,0,1
11/02/2023,1,0,9,3,0,1
12/02/2023,0,1,11,4,0,1
13/02/2023,2,1,9,3,0,2
14/02/2023,1,1,10,5,0,1
15/02/2023,1,1,10,8,0,1
16/02/2023,1,2,10,10,0,3
17/02/2023,3,2,10,10,0,5
18/02/2023,3,1,10,5,0,1
19/02/2023,1,1,10,6,0,1
20/02/2023,1,1,11,8,0,1
21/02/2023,1,1,11,6,0,1
22/02/2023,1,1,10,10,0,1
23/02/2023,1,1,9,5,0,1
24/02/2023,1,1,9,5,0,1
25/02/2023,1,1,10,6,0,1
26/02/2023,1,3,10,9,0,4
27/02/2023,3,4,10,12,0,6
28/02/2023,8,2,10,9,0,2
1/03/2023,3,1,10,10,0,1
2/03/2023,1,1,10,6,0,1
3/03/2023,1,3,10,8,0,4
4/03/2023,5,2,14,7,0,5
5/03/2023,3,1,10,2,0,1
6/03/2023,1,1,9,2,0,1
7/03/2023,1,1,9,2,0,1
8/03/2023,1,3,9,2,0,2
9/03/2023,3,4,10,3,0,7
10/03/2023,6,1,9,2,0,1
11/03/2023,1,1,10,3,0,1
12/03/2023,1,1,9,1,0,1
13/03/2023,1,1,10,3,0,3
14/03/2023,1,4,9,3,0,8
15/03/2023,4,1,8,2,0,1
16/03/2023,1,0,8,2,0,1
17/03/2023,1,1,9,2,0,1
