date,pm25,pm10,o3,no2,so2,co
19/06/2023,0,4,0,1,6,2
20/06/2023,0,4,0,2,6,2
21/06/2023,0,5,0,1,6,2
22/06/2023,0,4,0,2,6,1
2/07/2023,0,0,0,1,7,0
3/07/2023,0,2,0,2,6,2
4/07/2023,0,3,0,2,6,1
5/07/2023,0,4,0,2,6,3
6/07/2023,0,4,0,2,6,2
7/07/2023,0,4,0,2,6,2
8/07/2023,0,4,0,1,6,2
9/07/2023,0,4,0,2,6,2
10/07/2023,0,4,0,2,6,2
11/07/2023,0,4,0,1,6,2
12/07/2023,0,4,0,2,6,2
13/07/2023,0,4,0,2,6,2
14/07/2023,0,4,0,2,6,3
15/07/2023,0,4,0,2,6,2
16/07/2023,0,3,0,1,6,2
17/07/2023,0,3,0,2,6,2
18/07/2023,0,3,0,2,6,2
19/07/2023,0,4,0,2,6,3
20/07/2023,0,3,0,3,6,3
21/07/2023,0,3,0,2,6,2
22/07/2023,0,4,0,1,6,1
23/07/2023,0,3,0,2,5,2
24/07/2023,0,3,0,2,6,2
25/07/2023,0,3,0,2,6,2
26/07/2023,0,4,0,2,6,2
27/07/2023,0,3,0,3,6,2
28/07/2023,0,4,0,3,6,3
29/07/2023,0,4,0,1,6,2
30/07/2023,0,4,0,2,6,2
31/07/2023,0,4,0,1,6,2
1/08/2023,0,4,0,2,6,2
2/08/2023,0,4,0,1,6,2
3/08/2023,0,3,0,2,6,3
4/08/2023,0,4,0,2,6,2
5/08/2023,0,4,0,1,6,2
6/08/2023,0,4,0,2,6,1
7/08/2023,0,4,0,2,6,2
8/08/2023,0,4,0,2,6,2
9/08/2023,0,4,0,2,6,2
10/08/2023,0,4,0,2,6,2
11/08/2023,0,5,0,2,6,2
12/08/2023,0,4,0,2,5,1
13/08/2023,0,4,0,2,5,2
14/08/2023,0,5,0,2,5,2
15/08/2023,0,5,0,2,5,2
16/08/2023,0,5,0,2,5,2
17/08/2023,0,4,0,2,5,1
18/08/2023,0,5,0,2,6,2
19/08/2023,0,4,0,1,6,1
20/08/2023,0,4,0,1,5,2
21/08/2023,0,4,0,2,6,2
22/08/2023,0,4,0,2,5,2
23/08/2023,0,4,0,2,6,2
24/08/2023,0,4,0,2,5,2
25/08/2023,0,5,0,2,5,2
26/08/2023,0,5,0,2,5,1
27/08/2023,0,5,0,2,5,2
28/08/2023,0,5,0,3,5,2
29/08/2023,0,5,0,2,6,3
30/08/2023,0,5,0,4,6,4
31/08/2023,0,5,0,3,6,2
1/09/2023,0,5,0,2,6,2
2/09/2023,0,5,0,1,6,2
3/09/2023,0,5,0,2,5,1
4/09/2023,0,5,0,2,5,4
5/09/2023,0,5,0,3,5,3
6/09/2023,0,5,0,2,6,3
7/09/2023,0,5,0,2,5,2
8/09/2023,0,5,0,4,6,2
9/09/2023,0,4,0,2,14,1
10/09/2023,0,4,0,2,0,3
11/09/2023,0,5,0,2,6,2
12/09/2023,0,5,0,2,5,3
13/09/2023,0,5,0,3,5,2
14/09/2023,0,4,0,3,5,2
15/09/2023,0,5,0,2,5,2
16/09/2023,0,5,0,2,5,1
17/09/2023,0,4,0,2,6,3
18/09/2023,0,4,0,1,6,2
19/09/2023,0,4,0,3,5,2
20/09/2023,0,4,0,2,5,2
21/09/2023,0,4,0,3,5,2
22/09/2023,0,5,0,2,5,2
23/09/2023,0,5,0,2,5,2
24/09/2023,0,4,0,2,6,3
25/09/2023,0,5,0,2,5,2
26/09/2023,0,4,0,2,6,2
27/09/2023,0,5,0,4,5,3
28/09/2023,0,5,0,2,6,2
29/09/2023,0,4,0,3,5,1
30/09/2023,0,4,0,3,5,2
1/10/2023,0,5,0,3,6,3
2/10/2023,0,4,0,3,5,3
3/10/2023,0,5,0,2,6,2
4/10/2023,0,4,0,2,5,2
5/10/2023,0,4,0,2,6,2
6/10/2023,0,3,0,2,5,1
7/10/2023,0,4,0,1,6,1
8/10/2023,0,4,0,3,5,2
9/10/2023,0,4,0,4,8,2
10/10/2023,0,4,0,2,5,2
11/10/2023,0,4,0,3,6,2
12/10/2023,0,3,0,1,5,2
13/10/2023,0,4,0,2,5,2
14/10/2023,0,3,0,1,5,2
15/10/2023,0,4,0,2,6,3
16/10/2023,0,4,0,2,5,2
17/10/2023,0,4,0,2,5,4
18/10/2023,0,4,0,3,5,1
19/10/2023,0,4,0,0,0,0
