date, pm25, pm10, o3, no2, so2, co, aqi
2018/12/1, , , , , , , 101
2018/12/2, , , , , , , 51
2018/12/3, , , , , , , 45
2018/12/4, , , , , , , 52
2018/12/5, , , , , , , 57
2018/12/6, , , , , , , 52
2018/12/7, , , , , , , 75
2018/12/8, , , , , , , 22
2018/12/9, , , , , , , 12
2018/12/10, , , , , , , 37
2018/12/11, , , , , , , 31
2018/12/12, , , , , , , 32
2018/12/13, , , , , , , 30
2018/12/14, , , , , , , 52
2018/12/15, , , , , , , 65
2018/12/16, , , , , , , 48
2018/12/17, , , , , , , 61
2018/12/18, , , , , , , 98
2018/12/19, , , , , , , 136
2018/12/20, , , , , , , 97
2018/12/21, , , , , , , 101
2018/12/22, , , , , , , 75
2018/12/23, , , , , , , 92
2018/12/24, , , , , , , 73
2018/12/25, , , , , , , 80
2018/12/26, , , , , , , 68
2018/12/27, , , , , , , 85
2018/12/28, , , , , , , 53
2018/12/29, , , , , , , 22
2018/12/30, , , , , , , 12
2018/7/1, , , , , , , 39
2018/7/2, , , , , , , 26
2018/7/3, , , , , , , 13
2018/7/4, , , , , , , 18
2018/7/5, , , , , , , 28
2018/7/6, , , , , , , 52
2018/7/7, , , , , , , 85
2018/7/8, , , , , , , 92
2018/7/9, , , , , , , 67
2018/7/10, , , , , , , 67
2018/7/11, , , , , , , 56
2018/7/12, , , , , , , 85
2018/7/13, , , , , , , 79
2018/7/14, , , , , , , 81
2018/7/15, , , , , , , 64
2018/7/16, , , , , , , 46
2018/7/17, , , , , , , 71
2018/7/18, , , , , , , 64
2018/7/19, , , , , , , 49
2018/7/20, , , , , , , 66
2018/7/21, , , , , , , 45
2018/7/22, , , , , , , 37
2018/7/23, , , , , , , 63
2018/7/24, , , , , , , 76
2018/7/25, , , , , , , 65
2018/7/26, , , , , , , 32
2018/7/27, , , , , , , 53
2018/7/28, , , , , , , 48
2018/7/29, , , , , , , 47
2018/7/30, , , , , , , 65
2018/7/31, , , , , , , 72
2018/8/1, , , , , , , 84
2018/8/2, , , , , , , 48
2018/8/3, , , , , , , 47
2018/8/4, , , , , , , 87
2018/8/5, , , , , , , 77
2018/8/6, , , , , , , 70
2018/8/7, , , , , , , 74
2018/8/8, , , , , , , 85
2018/8/9, , , , , , , 79
2018/8/10, , , , , , , 96
2018/8/11, , , , , , , 99
2018/8/12, , , , , , , 51
2018/8/13, , , , , , , 57
2018/8/14, , , , , , , 76
2018/8/15, , , , , , , 91
2018/8/16, , , , , , , 78
2018/8/17, , , , , , , 49
2018/8/18, , , , , , , 83
2018/8/19, , , , , , , 113
2018/8/20, , , , , , , 89
2018/8/21, , , , , , , 86
2018/8/22, , , , , , , 87
2018/8/23, , , , , , , 94
2018/8/24, , , , , , , 76
2018/8/25, , , , , , , 61
2018/8/26, , , , , , , 93
2018/8/27, , , , , , , 87
2018/8/28, , , , , , , 52
2018/8/29, , , , , , , 44
2018/8/30, , , , , , , 57
2018/8/31, , , , , , , 24
2018/9/1, , , , , , , 56
2018/9/2, , , , , , , 54
2018/9/3, , , , , , , 27
2018/9/4, , , , , , , 77
2018/9/5, , , , , , , 87
2018/9/6, , , , , , , 52
2018/9/7, , , , , , , 62
2018/9/8, , , , , , , 49
2018/9/9, , , , , , , 59
2018/9/10, , , , , , , 72
2018/9/11, , , , , , , 92
2018/9/12, , , , , , , 87
2018/9/13, , , , , , , 85
2018/9/14, , , , , , , 85
2018/9/15, , , , , , , 66
2018/9/16, , , , , , , 67
2018/9/17, , , , , , , 60
2018/9/18, , , , , , , 75
2018/9/19, , , , , , , 43
2018/9/20, , , , , , , 83
2018/9/21, , , , , , , 73
2018/9/22, , , , , , , 116
2018/9/23, , , , , , , 134
2018/9/24, , , , , , , 112
2018/9/25, , , , , , , 79
2018/9/26, , , , , , , 59
2018/9/27, , , , , , , 62
2018/9/28, , , , , , , 49
2018/9/29, , , , , , , 62
2018/9/30, , , , , , , 94
2018/4/1, , , , , , , 94
2018/4/2, , , , , , , 103
2018/4/3, , , , , , , 81
2018/4/4, , , , , , , 87
2018/4/5, , , , , , , 76
2018/4/6, , , , , , , 52
2018/4/7, , , , , , , 66
2018/4/8, , , , , , , 104
2018/4/9, , , , , , , 81
2018/4/10, , , , , , , 78
2018/4/11, , , , , , , 94
2018/4/12, , , , , , , 105
2018/4/13, , , , , , , 120
2018/4/14, , , , , , , 110
2018/4/15, , , , , , , 65
2018/4/16, , , , , , , 84
2018/4/17, , , , , , , 134
2018/4/18, , , , , , , 122
2018/4/19, , , , , , , 113
2018/4/20, , , , , , , 86
2018/4/21, , , , , , , 70
2018/4/22, , , , , , , 81
2018/4/23, , , , , , , 94
2018/4/24, , , , , , , 119
2018/4/25, , , , , , , 100
2018/4/26, , , , , , , 120
2018/4/27, , , , , , , 76
2018/4/28, , , , , , , 115
2018/4/29, , , , , , , 139
2018/4/30, , , , , , , 85
2018/5/1, , , , , , , 74
2018/5/2, , , , , , , 86
2018/5/3, , , , , , , 85
2018/5/4, , , , , , , 85
2018/5/5, , , , , , , 66
2018/5/6, , , , , , , 66
2018/5/7, , , , , , , 76
2018/5/8, , , , , , , 92
2018/5/9, , , , , , , 81
2018/5/10, , , , , , , 51
2018/5/11, , , , , , , 64
2018/5/12, , , , , , , 85
2018/5/13, , , , , , , 67
2018/5/14, , , , , , , 90
2018/5/15, , , , , , , 42
2018/5/16, , , , , , , 50
2018/5/20, , , , , , , 42
2018/5/21, , , , , , , 36
2018/5/22, , , , , , , 41
2018/5/23, , , , , , , 24
2018/5/24, , , , , , , 43
2018/5/25, , , , , , , 41
2018/5/26, , , , , , , 48
2018/5/27, , , , , , , 78
2018/6/22, , , , , , , 36
2018/6/23, , , , , , , 29
2018/6/24, , , , , , , 66
2018/6/25, , , , , , , 35
2018/6/26, , , , , , , 56
2018/6/28, , , , , , , 46
2018/6/29, , , , , , , 39
2018/6/30, , , , , , , 36
2018/1/1, , , , , , , 157
2018/1/2, , , , , , , 177
2018/1/3, , , , , , , 161
2018/1/4, , , , , , , 160
2018/1/5, , , , , , , 136
2018/1/6, , , , , , , 120
2018/1/7, , , , , , , 141
2018/1/8, , , , , , , 60
2018/1/9, , , , , , , 76
2018/1/10, , , , , , , 84
2018/1/11, , , , , , , 107
2018/1/12, , , , , , , 107
2018/1/13, , , , , , , 126
2018/1/14, , , , , , , 151
2018/1/15, , , , , , , 155
2018/1/16, , , , , , , 148
2018/1/17, , , , , , , 162
2018/1/18, , , , , , , 146
2018/1/19, , , , , , , 129
2018/1/20, , , , , , , 155
2018/1/21, , , , , , , 159
2018/1/22, , , , , , , 138
2018/1/23, , , , , , , 122
2018/1/24, , , , , , , 120
2018/1/25, , , , , , , 85
2018/1/26, , , , , , , 86
2018/1/27, , , , , , , 91
2018/1/28, , , , , , , 27
2018/1/29, , , , , , , 51
2018/1/30, , , , , , , 107
2018/1/31, , , , , , , 114
2018/2/1, , , , , , , 118
2018/2/2, , , , , , , 111
2018/2/3, , , , , , , 96
2018/2/4, , , , , , , 103
2018/2/5, , , , , , , 102
2018/2/6, , , , , , , 99
2018/2/7, , , , , , , 99
2018/2/8, , , , , , , 101
2018/2/9, , , , , , , 147
2018/2/10, , , , , , , 156
2018/2/11, , , , , , , 126
2018/2/12, , , , , , , 147
2018/2/13, , , , , , , 166
2018/2/14, , , , , , , 179
2018/2/15, , , , , , , 165
2018/2/16, , , , , , , 125
2018/2/17, , , , , , , 115
2018/2/18, , , , , , , 104
2018/2/19, , , , , , , 100
2018/2/20, , , , , , , 105
2018/2/22, , , , , , , 51
2018/2/23, , , , , , , 64
2018/2/24, , , , , , , 165
2018/2/25, , , , , , , 123
2018/2/26, , , , , , , 130
2018/2/27, , , , , , , 141
2018/2/28, , , , , , , 133
2018/3/1, , , , , , , 107
2018/3/2, , , , , , , 89
2018/3/3, , , , , , , 110
2018/3/4, , , , , , , 139
2018/3/5, , , , , , , 123
2018/3/6, , , , , , , 92
2018/3/7, , , , , , , 110
2018/3/8, , , , , , , 50
2018/3/9, , , , , , , 63
2018/3/10, , , , , , , 78
2018/3/11, , , , , , , 115
2018/3/12, , , , , , , 139
2018/3/13, , , , , , , 147
2018/3/14, , , , , , , 105
2018/3/15, , , , , , , 100
2018/3/16, , , , , , , 118
2018/3/17, , , , , , , 127
2018/3/18, , , , , , , 100
2018/3/19, , , , , , , 118
2018/3/20, , , , , , , 77
2018/3/21, , , , , , , 82
2018/3/22, , , , , , , 116
2018/3/23, , , , , , , 120
2018/3/24, , , , , , , 123
2018/3/25, , , , , , , 118
2018/3/26, , , , , , , 137
2018/3/27, , , , , , , 103
2018/3/28, , , , , , , 102
2018/3/29, , , , , , , 102
2018/3/30, , , , , , , 110
2018/3/31, , , , , , , 111
2017/11/23, , , , , , , 69
2017/4/1, , , , , , , 84
2017/4/2, , , , , , , 110
2017/4/3, , , , , , , 130
2017/4/4, , , , , , , 88
2017/4/5, , , , , , , 83
2017/4/6, , , , , , , 105
2017/4/7, , , , , , , 103
2017/4/8, , , , , , , 125
2017/4/9, , , , , , , 117
2017/4/10, , , , , , , 144
2017/4/11, , , , , , , 142
2017/4/12, , , , , , , 98
2017/4/13, , , , , , , 99
2017/4/14, , , , , , , 137
2017/4/15, , , , , , , 137
2017/4/16, , , , , , , 111
2017/4/17, , , , , , , 109
2017/4/18, , , , , , , 95
2017/4/19, , , , , , , 134
2017/4/20, , , , , , , 136
2017/4/21, , , , , , , 124
2017/4/22, , , , , , , 46
2017/4/23, , , , , , , 90
2017/4/24, , , , , , , 131
2017/4/25, , , , , , , 112
2017/4/26, , , , , , , 143
2017/4/27, , , , , , , 78
2017/4/28, , , , , , , 50
2017/4/29, , , , , , , 98
2017/1/2, , , , , , , 162
2017/1/3, , , , , , , 172
2017/1/4, , , , , , , 147
2017/1/5, , , , , , , 104
2017/1/6, , , , , , , 121
2017/1/7, , , , , , , 135
2017/1/8, , , , , , , 160
2017/1/9, , , , , , , 153
2017/1/10, , , , , , , 172
2017/1/11, , , , , , , 118
2017/1/12, , , , , , , 15
2017/1/13, , , , , , , 51
2017/1/14, , , , , , , 92
2017/1/15, , , , , , , 68
2017/1/16, , , , , , , 112
2017/1/17, , , , , , , 84
2017/1/18, , , , , , , 121
2017/1/19, , , , , , , 173
2017/1/20, , , , , , , 79
2017/1/21, , , , , , , 115
2017/1/22, , , , , , , 130
2017/1/23, , , , , , , 162
2017/1/24, , , , , , , 165
2017/1/25, , , , , , , 166
2017/1/26, , , , , , , 157
2017/1/27, , , , , , , 148
2017/1/28, , , , , , , 114
2017/1/29, , , , , , , 99
2017/1/30, , , , , , , 112
2017/1/31, , , , , , , 150
2017/2/1, , , , , , , 141
2017/2/2, , , , , , , 135
2017/2/3, , , , , , , 127
2017/2/4, , , , , , , 109
2017/2/5, , , , , , , 124
2017/2/6, , , , , , , 100
2017/2/7, , , , , , , 95
2017/2/8, , , , , , , 111
2017/2/9, , , , , , , 58
2017/2/10, , , , , , , 122
2017/2/11, , , , , , , 155
2017/2/12, , , , , , , 146
2017/2/13, , , , , , , 158
2017/2/14, , , , , , , 169
2017/2/15, , , , , , , 167
2017/2/16, , , , , , , 102
2017/2/17, , , , , , , 94
2017/2/18, , , , , , , 106
2017/2/19, , , , , , , 105
2017/2/20, , , , , , , 85
2017/2/21, , , , , , , 106
2017/2/22, , , , , , , 114
2017/2/23, , , , , , , 95
2017/2/24, , , , , , , 87
2017/2/25, , , , , , , 95
2017/2/26, , , , , , , 121
2017/2/27, , , , , , , 127
2017/2/28, , , , , , , 150
2017/3/1, , , , , , , 164
2017/3/2, , , , , , , 151
2017/3/3, , , , , , , 155
2017/3/4, , , , , , , 155
2017/3/5, , , , , , , 151
2017/3/6, , , , , , , 122
2017/3/7, , , , , , , 109
2017/3/8, , , , , , , 60
2017/3/9, , , , , , , 132
2017/3/10, , , , , , , 126
2017/3/11, , , , , , , 169
2017/3/12, , , , , , , 129
2017/3/13, , , , , , , 144
2017/3/14, , , , , , , 144
2017/3/15, , , , , , , 143
2017/3/16, , , , , , , 145
2017/3/17, , , , , , , 141
2017/3/18, , , , , , , 141
2017/3/19, , , , , , , 113
2017/3/20, , , , , , , 107
2017/3/21, , , , , , , 80
2017/3/22, , , , , , , 107
2017/3/23, , , , , , , 94
2017/3/24, , , , , , , 94
2017/3/25, , , , , , , 66
2017/3/26, , , , , , , 62
2017/3/27, , , , , , , 83
2017/3/28, , , , , , , 142
2017/3/29, , , , , , , 148
2017/3/30, , , , , , , 144
2017/3/31, , , , , , , 98
2016/10/1, , , , , , , 105
2016/10/2, , , , , , , 105
2016/10/3, , , , , , , 133
2016/10/8, , , , , , , 161
2016/10/9, , , , , , , 149
2016/10/15, , , , , , , 137
2016/10/16, , , , , , , 123
2016/10/21, , , , , , , 110
2016/12/2, , , , , , , 116
2016/7/3, , , , , , , 47
2016/7/4, , , , , , , 49
2016/7/5, , , , , , , 24
2016/7/9, , , , , , , 65
2016/7/10, , , , , , , 57
2016/7/11, , , , , , , 36
2016/7/17, , , , , , , 34
2016/7/18, , , , , , , 33
2016/7/19, , , , , , , 35
2016/7/20, , , , , , , 27
2016/7/24, , , , , , , 70
2016/7/28, , , , , , , 49
2016/7/29, , , , , , , 79
2016/7/30, , , , , , , 112
2016/7/31, , , , , , , 136
2016/8/1, , , , , , , 120
2016/8/2, , , , , , , 98
2016/8/3, , , , , , , 61
2016/8/4, , , , , , , 67
2016/8/5, , , , , , , 92
2016/8/6, , , , , , , 86
2016/9/11, , , , , , , 97
2016/9/12, , , , , , , 104
2016/9/16, , , , , , , 160
2016/9/17, , , , , , , 157
2016/9/18, , , , , , , 153
2016/9/19, , , , , , , 138
2016/9/20, , , , , , , 143
2016/9/21, , , , , , , 153
2016/9/22, , , , , , , 157
2016/9/23, , , , , , , 118
2016/9/24, , , , , , , 69
2016/9/25, , , , , , , 67
2016/9/26, , , , , , , 96
2016/9/27, , , , , , , 147
2016/9/28, , , , , , , 130
2016/9/29, , , , , , , 79
2016/9/30, , , , , , , 92
2016/4/10, , , , , , , 140
2016/4/16, , , , , , , 159
2016/4/17, , , , , , , 75
2016/4/23, , , , , , , 74
2016/5/3, , , , , , , 90
2016/5/4, , , , , , , 101
2016/5/5, , , , , , , 98
2016/5/6, , , , , , , 75
2016/5/7, , , , , , , 71
2016/6/5, , , , , , , 99
2016/6/8, , , , , , , 84
2016/6/9, , , , , , , 88
2016/6/10, , , , , , , 74
2016/6/11, , , , , , , 39
2016/6/12, , , , , , , 66
2016/6/13, , , , , , , 58
2016/6/14, , , , , , , 58
2016/6/15, , , , , , , 51
2016/6/16, , , , , , , 81
2016/6/17, , , , , , , 78
2016/6/18, , , , , , , 73
2016/6/19, , , , , , , 75
2016/6/20, , , , , , , 59
2016/1/6, , , , , , , 169
2016/1/7, , , , , , , 169
2016/1/8, , , , , , , 161
2016/1/9, , , , , , , 147
2016/1/16, , , , , , , 148
2016/1/17, , , , , , , 147
2016/1/29, , , , , , , 138
2016/1/30, , , , , , , 104
2016/1/31, , , , , , , 54
2016/2/1, , , , , , , 85
2016/2/2, , , , , , , 173
2016/2/3, , , , , , , 161
2016/2/4, , , , , , , 162
2016/2/5, , , , , , , 167
2016/2/6, , , , , , , 176
2016/2/7, , , , , , , 179
2016/2/8, , , , , , , 130
2016/2/9, , , , , , , 135
2016/2/10, , , , , , , 132
2016/2/11, , , , , , , 159
2016/2/12, , , , , , , 163
2016/2/13, , , , , , , 177
2016/2/14, , , , , , , 89
2016/2/15, , , , , , , 130
2016/2/16, , , , , , , 161
2016/2/17, , , , , , , 171
2016/3/2, , , , , , , 145
2016/3/24, , , , , , , 98
2016/3/25, , , , , , , 133
2016/3/26, , , , , , , 162
2016/3/27, , , , , , , 176
2016/3/28, , , , , , , 172
2016/3/29, , , , , , , 146
