date, pm25, pm10, o3, no2, so2, co
2021/4/4, 70, 72, 3, 40, 1, 5
2021/4/5, 97, 78, 1, 41, 1, 5
2021/4/6, 113, 61, 3, 19, 1, 3
2021/4/7, 72, 58, 5, 23, 1, 4
2021/4/8, 70, 45, 5, 32, 1, 6
2021/4/9, 59, 57, 2, 35, 1, 7
2021/4/10, 75, 81, 5, 45, 1, 7
2021/4/11, 107, 9, , , , 
2021/4/12, 10, , , , , 
2021/1/4, 164, 154, 1, 21, 1, 11
2021/1/5, 216, 102, 1, 17, 1, 8
2021/1/6, 172, 92, 1, 14, 1, 6
2021/1/7, 154, 35, 1, 10, 1, 5
2021/1/8, 39, 47, 1, 10, 1, 4
2021/1/9, 70, 54, 1, 11, 1, 3
2021/1/10, 81, 59, 1, 12, 1, 4
2021/1/11, 93, 68, 1, 15, 1, 5
2021/1/12, 106, 100, 2, 20, 1, 8
2021/1/13, 153, 101, 3, 22, 1, 8
2021/1/14, 154, 115, 1, 24, 1, 9
2021/1/15, 174, 129, 2, 26, 1, 9
2021/1/16, 187, 89, 1, 15, 1, 6
2021/1/17, 140, 57, 2, 19, 1, 7
2021/1/18, 102, 88, 4, 20, 1, 5
2021/1/19, 151, 105, 2, 27, 1, 9
2021/1/20, 156, 136, 2, 28, 1, 10
2021/1/21, 198, 130, 2, 24, 1, 9
2021/1/22, 194, 116, 5, 22, 1, 9
2021/1/23, 180, 103, 2, 22, 1, 7
2021/1/24, 171, 85, 3, 14, 1, 7
2021/1/25, 155, 64, 2, 14, 1, 5
2021/1/26, 109, 58, 4, 14, 1, 5
2021/1/27, 86, 57, 2, 15, 1, 6
2021/1/28, 88, 73, 4, 15, 1, 6
2021/1/29, 134, 103, 2, 24, 1, 10
2021/1/30, 174, 124, 2, 20, 1, 8
2021/1/31, 182, 76, 4, 19, 1, 4
2021/2/1, 126, 64, 3, 16, 1, 3
2021/2/2, 105, 62, 3, 15, 1, 3
2021/2/3, 111, 62, 4, 15, 1, 4
2021/2/4, 101, 70, 6, 17, 1, 2
2021/2/5, 118, 71, 4, 19, 1, 3
2021/2/6, 117, 73, 5, 19, 1, 3
2021/2/7, 135, 70, 3, 19, 1, 5
2021/2/8, 123, 28, 3, 12, 1, 3
2021/2/9, 43, 57, 6, 16, 1, 7
2021/2/10, 99, 51, 6, 17, 1, 3
2021/2/11, 91, 38, 5, 27, 1, 2
2021/2/12, 54, 38, 4, 27, 1, 3
2021/2/13, 59, 45, 6, 43, 1, 12
2021/2/14, 71, 57, 3, 32, 1, 3
2021/2/15, 98, 53, 2, 30, 1, 3
2021/2/16, 92, 51, 3, 21, 1, 3
2021/2/17, 76, 57, 3, 18, 1, 5
2021/2/18, 92, 81, 5, 22, 1, 8
2021/2/19, 144, 71, 6, 20, 1, 3
2021/2/20, 130, 63, 2, 25, 1, 4
2021/2/21, 106, 38, 4, 24, 1, 2
2021/2/22, 91, 34, 2, 20, , 3
2021/2/23, 83, 40, 1, 13, 1, 3
2021/2/24, 61, 51, 4, 19, 1, 2
2021/2/25, 49, , , , , 
2021/3/1, 100, 42, 1, 19, 1, 7
2021/3/2, 60, 72, 2, 18, 1, 7
2021/3/3, 97, 59, 1, 16, 1, 9
2021/3/4, 87, 63, 1, 19, 1, 10
2021/3/5, 86, 63, 4, 20, 1, 9
2021/3/6, 88, 61, 3, 21, 1, 5
2021/3/7, 79, 78, 1, 15, 1, 9
2021/3/8, 102, 59, 2, 16, 1, 2
2021/3/9, 66, 53, 2, 16, 1, 2
2021/3/10, 56, 54, 2, 16, 1, 2
2021/3/11, 60, 59, 4, 17, 1, 3
2021/3/12, 71, 68, 2, 20, 1, 4
2021/3/13, 83, 65, 4, 21, 1, 2
2021/3/14, 85, 63, 2, 21, 1, 3
2021/3/15, 77, 60, 1, 18, 1, 4
2021/3/16, 67, 63, 4, 16, 1, 3
2021/3/17, 71, 62, 2, 19, 1, 4
2021/3/18, 82, 56, 1, 19, 1, 5
2021/3/19, 62, 49, 1, 19, 1, 5
2021/3/20, 49, 36, 1, 20, 1, 6
2021/3/21, 37, 50, 3, 13, 1, 6
2021/3/22, 59, 59, 6, 22, 1, 5
2021/3/23, 88, 56, 4, 23, 1, 7
2021/3/24, 77, 92, 2, 28, 1, 9
2021/3/25, 122, 33, 2, 30, 1, 3
2021/3/26, 88, 57, 1, 28, 1, 3
2021/3/27, 59, 51, , 31, 1, 2
2021/3/28, 49, 76, 1, 47, 1, 3
2021/3/29, 111, 80, 3, 38, 1, 7
2021/3/30, 107, 80, 1, 39, 1, 5
2021/3/31, 98, 69, 4, 30, 1, 4
2020/10/1, 44, 41, 10, 7, 1, 6
2020/10/2, 53, 50, 7, 9, 1, 7
2020/10/3, 68, 37, 6, 4, 1, 4
2020/10/4, 53, 33, 26, 9, 1, 7
2020/10/5, 49, 35, 9, 3, 1, 5
2020/10/6, 50, 21, 7, 3, 1, 3
2020/10/7, 34, 26, 90, 4, 1, 4
2020/10/8, 40, 29, 37, 1, 1, 3
2020/10/9, 42, 32, 7, 4, 1, 3
2020/10/10, 49, 33, 6, 4, 1, 2
2020/10/11, 53, 51, 4, 2, 1, 4
2020/10/12, 74, 65, 4, 5, 1, 6
2020/10/13, 90, 40, 3, 5, 1, 4
2020/10/14, 65, 17, 3, 5, 1, 7
2020/10/15, 26, 23, 6, 4, 1, 6
2020/10/16, 37, 23, 5, 5, 1, 5
2020/10/17, 32, 35, 5, 6, 1, 4
2020/10/18, 54, 34, 4, 6, 1, 4
2020/10/19, 53, 34, 6, 9, 1, 5
2020/10/20, 51, 36, 10, 12, 1, 4
2020/10/21, 52, 56, 4, 18, 1, 8
2020/10/22, 85, 67, 5, 21, 1, 11
2020/10/23, 98, 64, 7, 21, 1, 8
2020/10/24, 91, 69, 3, 17, 1, 6
2020/10/25, 102, 62, 1, 15, 1, 7
2020/10/26, 87, 48, 5, 11, 1, 6
2020/10/27, 77, 57, 3, 10, 1, 6
2020/10/28, 87, 48, 1, 7, 1, 4
2020/10/29, 73, 28, 1, 9, 1, 5
2020/10/30, 45, 43, 2, 10, 1, 5
2020/10/31, 58, 66, 5, 11, 1, 6
2020/11/1, 107, 59, 2, 10, 1, 6
2020/11/2, 85, 32, 3, 8, 1, 6
2020/11/3, 53, 54, 3, 10, 1, 7
2020/11/4, 76, 68, 3, 13, 1, 8
2020/11/5, 98, 80, 4, 12, 1, 7
2020/11/6, 113, 60, 4, 12, 1, 7
2020/11/7, 87, 57, 4, 12, 1, 6
2020/11/8, 79, 60, 5, 14, 1, 7
2020/11/9, 95, 69, 5, 17, 1, 7
2020/11/10, 92, 74, 4, 17, 1, 6
2020/11/11, 113, 83, 4, 18, 1, 7
2020/11/12, 113, 80, 4, 17, 1, 5
2020/11/13, 117, 67, 4, 14, 1, 4
2020/11/14, 97, 50, 2, 7, 1, 4
2020/11/15, 81, 43, 2, 11, 1, 6
2020/11/16, 74, 54, 6, 11, 1, 6
2020/11/17, 87, 50, 4, 13, 1, 2
2020/11/18, 71, 49, 5, 17, 1, 13
2020/11/19, 62, 57, 4, 11, 1, 3
2020/11/20, 80, 47, 3, 9, 1, 3
2020/11/21, 69, 47, 4, 7, 1, 3
2020/11/22, 70, 49, 5, 8, 1, 4
2020/11/23, 64, 62, 6, 10, 1, 3
2020/11/24, 90, 65, 4, 10, 1, 6
2020/11/25, 104, 61, 7, 9, 1, 4
2020/11/26, 70, 65, 8, 10, 1, 5
2020/11/27, 98, 47, 6, 6, 1, 3
2020/11/28, 73, 29, 4, 8, 1, 3
2020/11/29, 42, 43, 5, 12, 1, 5
2020/11/30, 59, 67, 3, 22, 1, 8
2020/12/1, 102, 69, 3, 19, 1, 8
2020/12/2, 110, 68, 3, 14, 1, 5
2020/12/3, 99, 43, 3, 12, 1, 4
2020/12/4, 62, 50, 4, 21, 1, 6
2020/12/5, 71, 65, 5, 17, 1, 6
2020/12/6, 106, 74, 4, 16, 1, 6
2020/12/7, 125, 68, 4, 15, 1, 6
2020/12/8, 120, 93, 4, 18, 1, 9
2020/12/9, 138, 88, 4, 17, 1, 10
2020/12/10, 134, 98, 5, 19, 1, 9
2020/12/11, 158, 73, 5, 17, 1, 6
2020/12/12, 132, 71, 4, 12, 1, 4
2020/12/13, 126, 68, 6, 9, 1, 3
2020/12/14, 101, 31, 3, 15, 1, 10
2020/12/15, 45, 26, 3, 9, 1, 4
2020/12/16, 37, 29, 2, 10, 1, 3
2020/12/17, 43, 38, 3, 11, 1, 4
2020/12/18, 61, 56, 3, 13, 1, 3
2020/12/19, 84, 54, 2, 13, 1, 4
2020/12/20, 88, 64, 2, 15, 1, 4
2020/12/21, 110, 61, 5, 18, 1, 5
2020/12/22, 102, 82, 2, 20, 1, 7
2020/12/23, 135, 63, 1, 17, 1, 8
2020/12/24, 105, 92, 2, 18, 1, 9
2020/12/25, 149, 99, 1, 19, 1, 10
2020/12/26, 153, 113, 1, 15, 1, 10
2020/12/27, 175, 76, 10, 9, 1, 5
2020/12/28, 121, 51, 1, 7, 1, 4
2020/12/29, 77, 53, 1, 7, 1, 5
2020/12/30, 77, 56, 1, 10, 1, 4
2020/12/31, 89, 69, 1, 13, 1, 5
2021/1/1, 116, 108, 1, 17, 1, 7
2021/1/2, 158, 105, 1, 17, , 5
2021/1/3, 165, 99, 1, 20, 1, 9
2020/7/19, 46, 42, 7, 6, 1, 4
2020/7/20, 59, 42, 6, 3, 1, 3
2020/7/21, 49, 32, 9, 4, 1, 2
2020/7/22, 34, 36, 12, 4, 1, 2
2020/7/23, 38, 36, 13, 5, 1, 3
2020/7/24, 43, 39, 14, 5, 1, 1
2020/7/25, 45, 39, 10, 5, 1, 2
