date,pm25,o3,no2,so2,co,pm10,Áp suất,Hướng gió,Nhiệt độ,Sương,Sức gió,Tốc độ gió
15/10/2023,88,9,12,10,17,,,,,,,
16/10/2023,136,14,13,10,20,,,,,,,
17/10/2023,148,9,15,10,26,,,,,,,
18/10/2023,153,7,11,11,22,,,,,,,
19/10/2023,137,6,8,10,23,,,,,,,
20/10/2023,98,8,10,10,17,,,,,,,
21/10/2023,93,9,11,10,16,,,,,,,
22/10/2023,108,6,12,10,15,,,,,,,
23/10/2023,134,5,14,10,19,,,,,,,
24/10/2023,144,6,13,11,19,,,,,,,
25/10/2023,161,4,16,11,10,,,,,,,
26/10/2023,127,5,17,11,10,,,,,,,
27/10/2023,167,3,9,11,14,,,,,,,
28/10/2023,103,3,7,10,0,,,,,,,
29/10/2023,96,4,12,10,9,,,,,,,
30/10/2023,88,8,13,15,0,,,,,,,
31/10/2023,134,9,12,12,0,,,,,,,
1/11/2023,147,9,16,13,36,,,,,,,
2/11/2023,159,5,12,14,22,,,,,,,
3/11/2023,122,2,9,12,19,,,,,,,
4/11/2023,89,2,8,12,17,,,,,,,
5/11/2023,92,2,11,12,20,,,,,,,
6/11/2023,90,2,8,15,23,,,,,,,
7/11/2023,72,8,11,15,24,,,,,,,
